ISO code,Country and areas,Survey year,Year*,United Nations Region,United Nations Sub-Region,SDG Region,UNICEF Region,UNICEF Sub-Region,WHO Region,World Bank Income Classification,World Bank Region,LDC,LIFD,LLDC or SIDS,UNICEF Survey ID,WHO Global Database Number,Type of Estimate,WHZ Survey Sample (N),Severe Wasting,Severe Wasting Footnote,Wasting,Wasting Footnote,Overweight,Overweight Footnote,HAZ Survey Sample (N),Stunting,Stunting Footnote,WAZ Survey Sample (N),Underweight,Underweight Footnote,Fieldwork period,Report Author,Source,Short Source,U5 Population ('000s)
ERI,ERITREA,2010,2010,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,236,03226,Reanalyzed,6568.1,4.0,,14.6,,2.1,,6547.1,52.5,,6633.9,39.4,,"January,2010-July,2010",National Statistics Office (NSO) [Eritrea] and Fafo AIS [Norway].,"Eritrea population and health survey 2010. Asmara, Eritrea: National Statistics Office and Fafo Institute for Applied International Studies, 2013.",Other,496.6990051
EST,ESTONIA,2013-15,2014,Europe,Northern Europe,Northern America and Europe,ECA,WE,EURO,High Income,Europe & Central Asia,,,,3775,03465,Reanalyzed,75176.5,0.0,,1.5,,5.0,,75178.8,1.2,,75901.4,0.4,,"October,2013-June,2015","National Institute for Health Development (Estonia), Nurk E, Nelis K, Saamel M,Martverk M, Jõeleht A and Nelis L,",National Dietary Survey among children up to ten years old and breastfeeding mothers in Estonia. EFSA supporting publication 2017:EN-1199. 25 pp.doi:10.2903/sp.efsa.2017.EN-1199,Other,72.6969986
SWZ,ESWATINI,2000,2000,Africa,Southern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Lower Middle Income,Sub-Saharan Africa,,,Landlocked developing countries (LLDCs),634,02370,Reanalyzed,3434.0,0.7,,1.7,,14.9,,3367.1,36.5,,3405.8,9.1,,"July,2000-September,2000",Swaziland Government.,"Multiple indicator cluster survey (MICS): Model full report. Maseru, Swaziland: Central Statistical Office, 2002",MICS,148.4329987
SWZ,ESWATINI,2006-07,2006,Africa,Southern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Lower Middle Income,Sub-Saharan Africa,,,Landlocked developing countries (LLDCs),635,02894,Reanalyzed,3004.1,1.2,,2.9,,11.1,,2990.4,29.2,,3029.4,6.0,,"July,2006-March,2007","Central Statistical Office (CSO) [Swaziland], and Macro International Inc.","Swaziland demographic and health survey 2006-07. Demographic and Health Surveys. Mbabane, Swaziland: Central Statistical Office and Macro International Inc., 2008",DHS,150.2669983
SWZ,ESWATINI,2008,2008,Africa,Southern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Lower Middle Income,Sub-Saharan Africa,,,Landlocked developing countries (LLDCs),636,03088,Reported,,0.3,,1.1,,,,,40.4,,,7.3,,,"Ministry of Health, National Nutrition Council.","Swaziland national nutrition survey report (November 2008). Mbabane, Swaziland: Ministry of Health, 2009.",NNS,152.2619934
SWZ,ESWATINI,2010,2010,Africa,Southern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Lower Middle Income,Sub-Saharan Africa,,,Landlocked developing countries (LLDCs),637,03145,Reanalyzed,2560.1,0.4,s,0.8,s,10.7,s,2562.1,30.9,,2572.0,5.9,s,"August,2010-November,2010",Central Statistical Office and UNICEF.,"Swaziland multiple indicator cluster survey 2010 (MICS): Final report. Mbabane, Swaziland, Central Statistical Office and UNICEF, 2011",MICS,152.9150085
SWZ,ESWATINI,2014,2014,Africa,Southern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Lower Middle Income,Sub-Saharan Africa,,,Landlocked developing countries (LLDCs),638,03289,Reanalyzed,2622.8,0.4,,2.0,,9.0,,2620.8,25.5,,2640.6,5.8,,"July,2014-October,2014",Central Statistical Office and UNICEF.,"Swaziland Multiple Indicator Cluster Survey 2014. Final Report. Mbabane, Swaziland, Central Statistical Office and UNICEF",MICS,151.3300018
ETH,ETHIOPIA,1992,1992,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Landlocked developing countries (LLDCs),237,00533,Adjusted,20230.0,,,9.2,cd 11,,,20230.0,66.9,cd 11,20230.0,41.9,cd 11,"March,1992-March,1992","Central Statistical Authority, Transitional Government of Ethiopia","Report on the National Rural Nutrition Survey, Core Module. Transitional Government of Ethiopia, Central Statistical Authority. Statistical Bulletin No 113. Addis Ababa, Ethiopia; 1993.",NNS,10318.53809
ETH,ETHIOPIA,2000,2000,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Landlocked developing countries (LLDCs),238,02220,Reanalyzed,10794.5,3.8,,12.4,,2.0,,10642.4,57.4,,10901.3,41.8,,"February,2000-May,2000",Central Statistical Authority [Ethiopia] and ORC Macro.,"Ethiopia demographic and health survey 2000. Demographic and Health Surveys. Addis Ababa, Ethiopia and Calverton, Maryland, USA: Central Statistical Authority and ORC Macro, 2001",DHS,12750.4043
ETH,ETHIOPIA,2005,2005,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Landlocked developing countries (LLDCs),239,02762,Reanalyzed,4753.2,4.7,,12.4,,5.1,,4708.9,50.0,,5014.6,34.3,,"April,2005-August,2005",General Statistical Agency [Ethiopia] and ORC Macro.,"Ethiopia demographic and health survey 2005. Demographic and Health Surveys. Addis Ababa, Ethiopia and Calverton, Maryland, USA: General Statistical Agency and ORC Macro, 2006",DHS,14014.37988
ETH,ETHIOPIA,2010-11,2011,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Landlocked developing countries (LLDCs),240,03116,Reanalyzed,11012.8,2.9,,9.8,,1.8,,10985.9,44.4,,11223.6,29.2,,"December,2010-June,2011",Central Statistical Agency [Ethiopia] and ICF International.,"Ethiopia demographic and health survey 2011. Demographic and Health Surveys. Addis Ababa, Ethiopia and Calverton, Maryland, USA: Central Statistical Agency and ICF International, 2012",DHS,15135.86426
ETH,ETHIOPIA,2014,2014,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Landlocked developing countries (LLDCs),241,03225,Reanalyzed,5045.3,2.7,,8.8,,2.9,,4991.7,40.4,,5132.6,26.5,,"January,2014-April,2014",Central Statistical Agency [Ethiopia].,"Ethiopia mini demographic and health survey 2014. Addis Ababa, Ethiopia, 2014.",DHS-Style,15483.3125
ETH,ETHIOPIA,2016,2016,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Landlocked developing countries (LLDCs),1303,03301,Reanalyzed,10434.3,3.0,,10.0,,2.9,,10374.1,38.3,,10549.8,23.5,,"January,2016-June,2016","Central Statistical Agency, Addis Ababa, Ethiopia, and The DHS Program, ICF, Rockville, Maryland, USA","Ethiopia Demographic and Health Survey 2016. Addis Ababa, Ethiopia, and Rockville, Maryland, USA: CSA and ICF.",DHS,15887.81641
ETH,ETHIOPIA,2019,2019,Africa,Eastern Africa,Sub-Saharan Africa,SSA,ESA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),Landlocked developing countries (LLDCs),3507,03388,Reanalyzed,5301.0,1.1,,6.8,,2.3,,5278.7,36.8,,5338.1,21.2,,"March,2019-June,2019",Ethiopian Public Health Institute (EPHI) [Ethiopia] and ICF,"Ethiopia Mini Demographic and Health  Survey 2019: Final Report. Rockville, Maryland, USA: EPHI and ICF, 2021.",IDHS,16943.4082
FJI,FIJI,1993,1993,Oceania,Melanesia,Oceania excluding Australia and New Zealand,EAP,EAP,WPRO,Upper Middle Income,East Asia & Pacific,,,Small island developing States (SIDS),242,01513,Adjusted,618.0,,,9.8,c,2.2,c,618.0,4.3,c,618.0,6.9,c,"May,1993-November,1993",National Food and Nutrition Committee,"1993 National nutrition survey - main report. Suva: National Food and Nutrition Committee, 1995 ",NNS,106.0889969
FJI,FIJI,2004,2004,Oceania,Melanesia,Oceania excluding Australia and New Zealand,EAP,EAP,WPRO,Upper Middle Income,East Asia & Pacific,,,Small island developing States (SIDS),243,03153,Reanalyzed,737.0,1.8,,6.4,,5.4,,750.0,7.3,,755.0,5.4,,"May,2004-September,2004",National Food and Nutrition Centre.,"2004 Fiji national nutrition survey: Main report. Suva, Fiji, 2007",NNS,98.98500061
FJI,FIJI,2021,2021,Oceania,Melanesia,Oceania excluding Australia and New Zealand,EAP,EAP,WPRO,Upper Middle Income,East Asia & Pacific,,,Small island developing States (SIDS),2436,04847,Reanalyzed,1970.0,1.1,,4.6,,7.7,,2008.1,7.2,,2043.9,4.6,,"March,2021-April,2021",Fiji Bureau of Statistics,"Fiji Multiple Indicator Cluster Survey 2021, Survey Findings  Report. Suva, Fiji: Fiji Bureau of Statistics.",MICS,89.52500153
GAB,GABON,2000-01,2000,Africa,Middle Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Upper Middle Income,Sub-Saharan Africa,,,,244,02278,Reanalyzed,3170.5,1.5,,4.2,,5.5,,3156.9,25.9,,3178.8,9.0,,"June,2000-February,2001",Direction Générale de la Statistique et des Etudes Economiques (DGSEE) [Gabon] et ORC Macro.,"Enquête démographique et de santé Gabon 2000. DHS. Calverton, Maryland: Direction Générale de la Statistique et des Etudes Economiques, et Fonds des Nations Unies pour la Population, et ORC Macro, 2001",DHS,189.2330017
GAB,GABON,2012,2012,Africa,Middle Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Upper Middle Income,Sub-Saharan Africa,,,,245,03162,Reanalyzed,3936.8,1.3,,3.4,,7.7,,3919.8,17.0,,3998.6,6.4,,"January,2012-May,2012",Direction Générale de la Statistique (DGS) et ICF International.,"Enquête démographique et de santé du Gabon 2012. Demographic and Health Surveys. Calverton, Maryland, et Libreville, Gabon : DGS et ICF International, 2013",DHS,265.0559998
GAB,GABON,2019-21,2020,Africa,Middle Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Upper Middle Income,Sub-Saharan Africa,,,,8922,03469,Reported,6518.0,0.9,,3.4,,5.0,,6465.0,14.4,,6506.0,5.4,,"November,2019-October,2021","Direction Générale de la Statistique (DGS) Libreville, Gabon, The DHS Program, ICF, Rockville, Maryland, USA",Gabon Enquête Démographique et de Santé (EDSG-III) 2019-2021,DHS,305.8569946
GMB,GAMBIA,1996,1996,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,246,01787,Adjusted,,,,,,,,2401.0,36.1,c,2401.0,23.2,c,"March,1996-April,1996","Central Statistics Department [The Gambia], et al.","Report of the progress of the mid-decade goals in the Gambia (MICS), 1996. Banjul: The Republic of The Gambia and UNICEF, 1998 ",MICS,237.6029968
GMB,GAMBIA,2000,2000,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,247,02328,Reanalyzed,2775.8,2.5,,9.1,,3.0,,2600.4,24.1,,2596.0,15.4,,"May,2000-June,2000",Government of The Gambia and UNICEF.,"The Gambia multiple indicator cluster survey report, 2000 (MICS). Banjul, The Gambia, 2002",MICS,261.8110046
GMB,GAMBIA,2005-06,2006,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,248,02861,Reanalyzed,6376.5,1.8,,7.4,,2.7,,6368.4,27.7,,6421.0,15.8,,"December,2005-March,2006",Gambia Bureau of Statistics (GBoS).,"The Gambia Multiple Indicator Cluster Survey 2005/2006 Report. Banjul, The Gambia: GBoS, 2007",MICS,311.427002
GMB,GAMBIA,2010,2010,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,249,03214,Reanalyzed,11423.1,2.1,s,9.5,s,1.9,s,11420.5,23.4,,11479.9,17.4,s,"April,2010-August,2010",The Gambia Bureau of Statistics (GBOS).,"The Gambia multiple indicator cluster survey 2010 (MICS): Final report. Banjul, The Gambia: GBOS, 2012",MICS,352.9750061
GMB,GAMBIA,2010-11,2010,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,1292,04914,Reanalyzed,4650.5,3.2,,10.9,,2.5,,4650.4,25.1,,4784.9,20.3,,"January,2010-February,2011",Gambia Bureau of Statistics,Gambia Integrated Household Survey Income and Expenditure Poverty Assessment-2010,Other,352.9750061
GMB,GAMBIA,2012,2012,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,804,03335,Reanalyzed,7200.0,1.6,s,9.5,s,1.1,s,7203.9,21.1,,7217.7,17.9,s,"September,2012-October,2012","National Nutrition Agency (NaNA), Office of the Vice President and Ministry of Women's Affairs, Gambia; UNICEF",National Nutrition Survey in the Gambia using the Standardised Monitoring and Assessment of Relief Transition (SMART) methods,SMART,371.4769897
GMB,GAMBIA,2013,2013,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,250,03275,Reanalyzed,3480.2,4.3,,11.0,,3.2,,3488.4,24.6,,3679.9,16.5,,"February,2013-April,2013",The Gambia Bureau of Statistics (GBOS) and ICF International.,"The Gambia Demographic and Health Survey 2013. Banjul, The Gambia, and Rockville, Maryland, USA: GBOS and ICF International, 2014.",DHS,379.90802
GMB,GAMBIA,2018,2018,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,2609,03389,Reanalyzed,9677.0,1.0,,6.2,,1.2,,9686.3,19.0,,9779.1,13.9,,"January,2018-April,2018",The Gambia Bureau of Statistics,"The Gambia Multiple Indicator Cluster Survey 2018, Survey Findings Report. Banjul, The Gambia: The Gambia Bureau of Statistics",MICS,404.375
GMB,GAMBIA,2018,2018,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,2272,03390,Reanalyzed,1363.4,1.3,s,6.0,s,2.5,s,1316.5,13.6,p,1330.4,10.3,ps,"March,2018-May,2018","National Nutrition Agency (NaNA)-Gambia, UNICEF, Gambia Bureau of Statistics (GBOS), GroundWork","Gambia National Micronutrient Survey 2018. Banjul, Gambia; 2019",Other,404.375
GMB,GAMBIA,2019-20,2020,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Low Income,Sub-Saharan Africa,Least Developed Countries (LDCs),Low Income Food Deficient (LIFD),,4267,03466,Reanalyzed,3944.1,0.6,,5.1,,2.1,,3938.0,17.5,,3964.2,11.6,,"November,2019-March,2020","The Gambia Bureau of Statistics (GBoS), Ministry of Health (MoH) [The Gambia], and ICF","The Gambia Demographic and Health Survey 2019- 20. Banjul, The Gambia and Rockville, Maryland, USA: GBoS and ICF",DHS,409.2049866
GEO,GEORGIA,1999,1999,Asia,Western Asia,Western Asia and Northern Africa,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,,251,02073,Adjusted,3434.0,,,3.1,c,17.9,c,3434.0,16.1,c,3434.0,2.7,c,"April,1999-June,1999","State Department of Statistics, National Center for Disease Control; UNICEF","Georgia multiple indicator cluster survey 1999 (MICS). Tibilisi, Georgia, 2000",MICS,291.4320068
GEO,GEORGIA,2005,2005,Asia,Western Asia,Western Asia and Northern Africa,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,,252,02889,Reanalyzed,1818.0,1.1,,3.0,,20.8,,1858.6,14.6,,1923.7,2.4,,"November,2005-December,2005",State Department of Statistics [Georgia] and National Cenre for Disease Control [Georgia].,Georgia monitoring the situation of children and women. Mulitple indicator cluster survey 2005.,MICS,233.6389923
GEO,GEORGIA,2009,2009,Asia,Western Asia,Western Asia and Northern Africa,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,,253,03082,Reanalyzed,3053050.0,0.3,rs,1.3,rs,19.8,rs,3104191.3,11.8,r,3130647.0,1.1,s,"October,2009-November,2009","Georgia National Center for Disease Control and Public Health (NCDC&PH), UNICEF.","Report of the Georgia national nutrition survey (GNNS) 2009. Tbilisi, Georgia: NCDC&PH and UNICEF, 2010.",NNS,249.6139984
GEO,GEORGIA,2018,2018,Asia,Western Asia,Western Asia and Northern Africa,ECA,EECA,EURO,Upper Middle Income,Europe & Central Asia,,,,2186,03467,Reanalyzed,1948.5,0.1,,0.6,,6.0,,1969.0,5.8,,2010.6,2.1,,"September,2018-December,2018",National Statistics Office of Georgia (Geostat),"Georgia Multiple Indicator Cluster Survey 2018, Survey Findings Report. Tbilisi, Georgia: National Statistics Office of Georgia.",MICS,283.1520081
DEU,GERMANY,2003-06,2004,Europe,Western Europe,Northern America and Europe,ECA,WE,EURO,High Income,Europe & Central Asia,,,,254,02939,Reanalyzed,4173.5,0.1,,1.0,,3.9,,4191.2,1.2,,4214.9,1.1,,"May,2003-May,2006",Robert Koch Institute,"German Health Interview and Examination Survey for Children and Adolescents (KiGGS), Baseline Study: 2003-2006",Other,3668.39502
DEU,GERMANY,2014-17,2016,Europe,Western Europe,Northern America and Europe,ECA,WE,EURO,High Income,Europe & Central Asia,,,,1357,03391,Reanalyzed,446.0,0.0,b,0.4,b,2.9,w 28,447.8,1.3,pw 28,,0.5,b,"September,2014-August,2017",Robert Koch Institute,German Health Interview and Examination Survey for Children and Adolescents KiGGS Wave 2: 2014-2017,Other,3672.786133
GHA,GHANA,1988,1988,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,255,00426,Reanalyzed,1979.0,1.3,b,6.7,b,0.9,w 13,1976.0,35.2,pw 13,,23.2,b,"February,1988-June,1988",Ghana Statistical Service - GSS and Institute for Resource Development/Macro Systems,"Ghana demographic and health survey 1988. Demographic and Health Surveys. Ghana Statistical Service. Accra, Ghana, 1989",DHS,2696.543945
GHA,GHANA,1993-94,1993,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,256,01422,Reanalyzed,1914.0,4.0,b,12.4,b,2.9,w 2,1858.0,32.8,w 2,,25.1,b,"September,1993-February,1994",Ghana Statistical Service (GSS) and Macro International Inc. (MI).,"Ghana demographic and health survey 1993. Demographic and Health Surveys. Calverton, Maryland: GSS and MI, 1994",DHS,2822.195801
GHA,GHANA,1997,1997,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,1282,03468,Reanalyzed,1395769.8,2.2,r,8.2,r,2.0,r,1376795.9,34.7,r,1401260.1,22.2,,"August,1997-September,1997",Ghana Statistical Service - Office of the President ,"Ghana Core Welfare Indicators Questionnaire Survey 1997, First round",CWIQ,2878.648926
GHA,GHANA,1998-99,1998,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,257,01995,Reanalyzed,2722.4,2.5,,9.9,,2.7,,2603.7,30.6,,2656.5,20.1,,"November,1998-February,1999",Ghana Statistical Service (GSS) and Macro International Inc. (MI).,"Ghana demographic and health survey 1998. Demographic and Health Surveys. Calverton, Maryland: GSS and MI, 1999",DHS,2905.010986
GHA,GHANA,2003,2003,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,258,02628,Reanalyzed,3239.7,2.8,,8.4,,4.5,,3243.0,35.5,,3355.8,19.0,,"July,2003-October,2003","Ghana Statistical Service (GSS), Noguchi Memorial Institute for Medical Research (NMIMR), and ORC Macro.","Ghana demographic and health survey 2003. Demographic and Health Surveys. Calverton, Maryland: GSS, NMIMR, and ORC Macro, 2004",DHS,3283.900879
GHA,GHANA,2006,2006,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,259,02883,Reanalyzed,3348.1,1.8,,6.0,,2.6,,3199.6,27.9,,3236.7,13.9,,"August,2006-October,2006","Statistical Service (Ghana), Ministry of Health, USAID and UNICEF.","Monitoring the situation of children, women and men. Ghana Multiple indicator cluster survey 2006.",MICS,3527.289063
GHA,GHANA,2008,2008,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,260,02963,Reanalyzed,2579.1,2.4,,8.7,,5.7,,2593.3,28.4,,2707.6,14.4,,"September,2008-November,2008","Ghana Statistical Service (GSS), Ghana Health Service (GHS), and ICF Macro.","Ghana demographic and health survey 2008. Demographic and Health Surveys. Accra, Ghana: GSS, GHS, and ICF Macro, 2009",DHS,3661.300049
GHA,GHANA,2011,2011,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,261,03215,Reanalyzed,7379.2,1.4,s,6.2,s,2.6,s,7337.0,22.8,,7373.2,13.4,s,"September,2011-December,2011",Ghana Statistical Service.,"Ghana multiple indicator cluster survey (MICS) with an enhanced malaria module and biomarker 2011: Final report. Accra, Ghana, 2012",MICS,3867.02002
GHA,GHANA,2014,2014,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,262,03248,Reanalyzed,2901.8,0.7,,4.7,,2.6,,2909.0,18.8,,2911.4,11.2,,"September,2014-December,2014","Ghana Statistical Service (GSS), National Public Health and Reference Laboratory (NPHRL) and the Ghana Health Service (GHS).","Ghana Demographic and Health Survey 2014. Rockville, Maryland, USA: GSS, GHS, and ICF International. ",DHS,4130.583984
GHA,GHANA,2017-18,2017,Africa,Western Africa,Sub-Saharan Africa,SSA,WCA,AFRO,Lower Middle Income,Sub-Saharan Africa,,Low Income Food Deficient (LIFD),,2495,03392,Reanalyzed,8775.2,1.1,,6.8,,1.4,,8639.4,17.5,,8664.5,12.6,,"October,2017-January,2018",Ghana Statistical Service,"Multiple Indicator Cluster Survey (MICS2017/18), Survey Findings Report. Accra, Ghana: GSS",MICS,4291.790039
GRC,GREECE,2003-04,2003,Europe,Southern Europe,Northern America and Europe,ECA,WE,EURO,High Income,Europe & Central Asia,,,,4322,02727,Reanalyzed,2239.0,0.1,b,0.7,b,13.6,w 25,2263.0,1.5,w 25,,0.5,b,"July,2003-May,2004","Department of Nutrition & Dietetics, Harokopio University of Athens, Greece","Greece 2003-2004 Growth, Exercise and Nutrition Epidemiological Study In preSchoolers (The GENESIS) Study",NNS,532.414978
GTM,GUATEMALA,1987,1987,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,,263,00427,Reanalyzed,2246.0,0.4,b,2.0,b,2.8,w 13,2223.0,62.2,pw 13,,27.5,b,"September,1987-December,1987","Delgado H, Hidalgo E, Giron EM, Pareja G.","Encuesta nacional de salud materno infantil 1987. Demographic and Health Surveys. Ministerio de Salud Publica y Asistencia Social. Guatemala, Central America, 1989",DHS,1474.598999
GTM,GUATEMALA,1995,1995,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,,264,01672,Reanalyzed,7876.9,1.5,r,3.8,r,6.2,r,7903.0,55.4,r,8027.5,21.7,,"June,1995-December,1995",Instituto Nacional de Estadística - INE/Guatemala and Macro International,"Encuesta nacional de salud materno infantil 1995. Demographic and Health Surveys. Ciudad de Guatemala, Guatemala, 1996",DHS,1743.299072
GTM,GUATEMALA,1998-99,1999,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,,265,02082,Reanalyzed,3634.1,1.4,r,2.9,r,6.9,r,3666.2,53.1,r,3761.6,20.3,,"November,1998-April,1999",Instituto Nacional de Estadística - INE/Guatemala and Macro International,"Encuesta nacional de salud materno infantil 1998-1999. Demographic and Health Surveys. Ciudad de Guatemala, Guatemala, 1999",IDHS,1858.612061
GTM,GUATEMALA,2000,2000,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,,266,02562,Reanalyzed,1618046.0,1.6,,3.7,,7.3,,1620287.0,51.0,,1684954.0,18.8,,"July,2000-November,2000","Inter-American Development Bank (IDB), National Statistics Institute (Guatemala), World Bank","Guatemala Living Standards Measurement Survey 2000. Washington DC, United States: World Bank.",LSMS,1879.080078
GTM,GUATEMALA,2002,2002,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,,267,02558,Reanalyzed,5596.7,0.8,r,1.9,r,5.2,r,5604.5,54.8,r,5625.1,18.2,,"April,2002-November,2002","Ministerio de Salud Publica y Asistencia Social, Instituto Nacional de Estadistica, Universidad del Valle de Guatemala, et al.","Guatemala encuesta nacional de salud materno infantil 2002. Ciudad de Guatemala, Republica de Guatemala: Oscar de Leon Palacios, 2003",RHS,1918.30896
GTM,GUATEMALA,2008-09,2009,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,,268,02917,Reanalyzed,10926.8,0.2,,1.0,,4.9,,9283.9,51.5,,9331.6,14.1,,"October,2008-June,2009",Ministerio de Salud Pública y Asistencia Social (MSPAS)/Instituto Nacional de Estadística (INE)/Centros de Control y Prevención de Enfermedades (CDC).,"Encuesta nacional de salud materno infantil 2008 (ENSMI-2008/09). Ciudad de Guatemala, Guatemala: Ministerio de Salud Pública, MSPAS, INE y CDC, 2010",RHS,1919.858032
GTM,GUATEMALA,2015,2015,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,,4299,05017,Reported,851.0,0.4,,1.8,,,,852.0,43.4,,854.0,12.5,,,Ministerio de Salud Pública y Asistencia Social – MSPAS,Sistema de Vigilancia Epidemiológica de Salud y Nutrición -SIVESNU- 2015,Other,1971.661011
GTM,GUATEMALA,2014-15,2015,Latin America and the Caribbean,Central America,Latin America and the Caribbean,LAC,LAC,AMRO,Upper Middle Income,Latin America & Caribbean,,,,269,03278,Reanalyzed,12584.8,0.1,,0.8,,4.9,,12595.2,46.7,,12608.7,12.4,,"October,2014-June,2015","Ministerio de Salud Pública y Asistencia Social (MSPAS), Instituto Nacional de Estadística (INE), ICF Internacional.","Encuesta Nacional de Salud Materno Infantil 2014-2015. Ciudad de Guatemala, Guatemala, 2015.",DHS,1971.661011
